44,340,0.0
44,340,0.0
44,340,1.5707963267948966
44,341,0.7853981633974483
45,342,0.7853981633974483
46,343,1.5707963267948966
46,344,0.7853981633974483
47,345,1.1071487177940904
48,347,0.7853981633974483
49,348,0.4636476090008061
51,349,1.1071487177940904
52,351,0.7853981633974483
53,352,0.7853981633974483
55,354,0.7853981633974483
56,355,0.7853981633974483
57,356,0.4636476090008061
59,357,0.7853981633974483
60,358,0.0
62,358,0.7853981633974483
63,359,0.0
63,359,-0.12435499454676144
71,358,-0.10487693873023389
90,356,-0.13255153229667402
120,352,-0.13082739607405697
158,347,-0.12697278961407893
205,341,-0.13131543898308803
258,334,-0.12010873556691289
316,327,-0.1283232276857948
378,319,-0.13970887428916365
442,310,-0.12062366858010272
508,302,-0.13552771398550073
574,293,-0.12435499454676144
638,285,-0.1283232276857948
700,277,-0.13706617431018764
758,269,-0.13131543898308803
811,262,-0.1297025371559121
857,256,-0.12750955821523827
896,251,-0.13255153229667402
926,247,-0.15660187698201536
945,244,0.0
945,244,-0.3217505543966422
948,243,-0.19739555984988075
953,242,0.0
959,242,0.16514867741462683
965,243,0.12435499454676144
973,244,0.12435499454676144
981,245,0.24497866312686414
989,247,0.21866894587394195
998,249,0.21866894587394195
1007,251,0.21866894587394195
1016,253,0.3217505543966422
1025,256,0.21866894587394195
1034,258,0.3217505543966422
1043,261,0.24497866312686414
1051,263,0.40489178628508343
1058,266,0.27829965900511133
1065,268,0.19739555984988075
1070,269,0.3805063771123649
1075,271,0.3217505543966422
1078,272,0.0
1078,272,0.24497866312686414
1082,273,0.4636476090008061
1086,275,0.3805063771123649
1091,277,0.4636476090008061
1097,280,0.5880026035475675
1103,284,0.40489178628508343
1110,287,0.5191461142465229
1117,291,0.4636476090008061
1125,295,0.6202494859828215
1132,300,0.4636476090008061
1140,304,0.5191461142465229
1147,308,0.5585993153435624
1155,313,0.5191461142465229
1162,317,0.5191461142465229
1169,321,0.4636476090008061
1175,324,0.6747409422235526
1180,328,0.5404195002705842
1185,331,0.4636476090008061
1189,333,0.3217505543966422
1192,334,0.0
1192,334,1.1071487177940904
1194,338,1.1071487177940904
1197,344,1.2793395323170296
1200,354,1.3439974787410107
1203,367,1.35970299357215
1206,381,1.396124127786657
1209,398,1.4056476493802699
1212,416,1.4141944498128813
1215,435,1.4288992721907328
1218,456,1.4219063791853994
1221,476,1.4288992721907328
1224,497,1.4219063791853994
1227,517,1.4659193880646628
1229,536,1.460139105621001
1231,554,1.396124127786657
1234,571,1.4994888620096063
1235,585,1.4181469983996315
1237,598,1.4711276743037347
1238,608,1.4056476493802699
1239,614,0.0
1239,614,1.4711276743037347
1240,624,1.5291537476963082
1241,648,1.5152978215491797
1243,684,1.5490606199531038
1244,730,1.5163048705541655
1247,785,1.5390609532664388
1249,848,1.5418189329433354
1251,917,1.5297235482044425
1254,990,1.5448281395833403
1256,1067,1.5318549836978574
1259,1144,1.545160918273219
1261,1222,1.5313431256978571
1264,1298,1.5434059183200342
1266,1371,1.5413930385908916
1268,1439,1.5390609532664388
1270,1502,1.5337762109209665
1272,1556,1.5490606199531038
1273,1602,1.512040504079174
1275,1636,1.5707963267948966
1275,1659,0.0
1275,1659,1.2490457723982544
1276,1662,1.3258176636680326
1277,1666,1.3258176636680326
1278,1670,1.4056476493802699
1279,1676,1.373400766945016
1280,1681,1.4288992721907328
1281,1688,1.4056476493802699
1282,1694,1.2924966677897853
1284,1701,1.4056476493802699
1285,1707,1.2924966677897853
1287,1714,1.4288992721907328
1288,1721,1.2490457723982544
1290,1727,1.4288992721907328
1291,1734,1.4056476493802699
1292,1740,1.1902899496825317
1294,1745,1.373400766945016
1295,1750,1.3258176636680326
1296,1754,1.5707963267948966
1296,1758,1.2490457723982544
1297,1761,0.0
1297,1761,1.4288992721907328
1298,1768,1.4536875822280324
1300,1785,1.4909663410826592
1302,1810,1.4501726582147938
1306,1843,1.492012365805753
1309,1881,1.4801364395941514
1313,1925,1.467003986337854
1318,1973,1.4749371796848834
1323,2025,1.4767350921669102
1328,2078,1.4784669920632976
1333,2132,1.4801364395941514
1338,2187,1.4767350921669102
1343,2240,1.4925251862736186
1347,2291,1.467003986337854
1352,2339,1.478040006606753
1356,2382,1.4940244355251187
1359,2421,1.477319545636307
1362,2453,1.4876550949064553
1364,2477,1.446441332248135
1366,2493,0.0
1366,2493,1.4288992721907328
1367,2500,1.4288992721907328
1369,2514,1.4711276743037347
1371,2534,1.4940244355251187
1373,2560,1.4743225516123097
1376,2591,1.513715544388632
1378,2626,1.492012365805753
1381,2664,1.4977557614917774
1384,2705,1.4994888620096063
1387,2747,1.478040006606753
1391,2790,1.5011417530663285
1394,2833,1.4994888620096063
1397,2875,1.5208379310729538
1399,2915,1.492012365805753
1402,2953,1.512040504079174
1404,2987,1.5063694873693432
1406,3018,1.4909663410826592
1408,3043,1.5182132651839548
1409,3062,1.4940244355251187
1410,3075,0.0
1410,3075,1.5707963267948966
1410,3079,1.5707963267948966
1410,3084,1.849095985800008
1408,3091,1.8157749899217608
1406,3099,1.8622531212727638
1403,3109,1.9513027039072615
1399,3119,1.9195673303788037
1395,3130,1.892546881191539
1391,3142,1.892546881191539
1387,3154,1.965587446494658
1382,3166,1.965587446494658
1377,3178,1.892546881191539
1373,3190,1.9974238199217726
1368,3201,1.9195673303788037
1364,3212,1.9890206563741257
1360,3221,1.892546881191539
1357,3230,1.97568811307998
1354,3237,2.0344439357957027
1351,3243,2.0344439357957027
1349,3247,0.0
1349,3247,1.7126933813990606
1348,3254,1.5707963267948966
