
0,65 359;953 244;1081 273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946 194;60 318,0,0,0,0,0,1194 336;1240 618;1276 1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2551 226;2629 220,0,0,0,2511 205;2507 248;2634 1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2626 167;2547 171,0,2732 207;3675 106;3708 132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3721 62;3670 59;2727 154,0,3742 188;3787 191;4113 170;4172 205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4111 122;3785 137;3759 115,0,0,0,0,0,4209 278;4361 2021,0,0,0,0,0,0,0,0,0,0,0
0,1326 1665;1287 635;1247 342;1108 229,0,0,0,0,0,0,0,0,0,1298 1763;1360 2500;1411 3081,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2643 1632;2661 1685;2682 1785,0,0,2643 1632;2661 1685;2682 1785,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2807 1555;2697 236,0,0,0,2786 1612;2750 1594;2681 1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2771 1784;2799 1662,0,0,0,0,0,0,2712 1866;2936 3774,0,0,0,0,0,0
0,0,0,0,0,4410 2019;4256 258;4209 176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1349 3250;1377 3891,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1392 3945;1440 3948,0,0,0,1380 3991;1434 4830,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663 3911;2711 3842,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959 3826;2818 3867;2908 3857,0,0,0,2762 3853;2769 3897;2761 3852,0,0
0,0,0,0,0,0,0,0,0,2983 3768;2761 1860,0,0,0,0,2906 3810;2813 3817,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4467 3171;4572 4787;4569 5007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449 4876;1498 4888;1633 4884;1679 4860,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1689 4810;1610 3974,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2893 5279;2947 5299;3008 5290,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3059 5209;2971 3880,0,0,0,3006 5240;2941 5246,0,3113 5285;4188 5185;4474 5129;4605 5055
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4620 4995;4618 4780,0,0,0,4469 5080;4185 5134;3111 5244,0
