
0,1023.371389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023.371389,0,0,0,0,0,1478.072055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,170.5754965,0,0,0,1425.565502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,170.5754965,0,1052.827146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1052.827146,0,465.1505133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,465.1505133,0,0,0,0,0,1835.071933,0,0,0,0,0,0,0,0,0,0,0
0,1478.072055,0,0,0,0,0,0,0,0,0,1418.489337,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1321.207024,0,0,210.6181379,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1420.422824,0,0,0,181.1077028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,215.127869,0,0,0,0,0,0,2030.839235,0,0,0,0,0,0
0,0,0,0,0,1835.071933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,220.7351354,0,0,0,931.8068469,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.508568,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.6997747,0,0,0,1433.092111,0,0
0,0,0,0,0,0,0,0,0,2030.839235,0,0,0,0,199.6997747,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847.393028
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.5558501,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,934.4773941,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.300932,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446.460853,0,0,0,166.300932,0,1547.159009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847.393028,0,0,0,1547.159009,0
